原句,分词结果,去掉停用词结果,情感得分
评论前要说一句，欧美科幻的舔狗请闭嘴。作为国产科幻，特效就目前来说已经是极致了，剧情上不算好，绝对不烂。尤其是太空航行设定，欧美科幻千篇一律的太空飞船星舰，我们是直接整个地球都带走，虽然不切实际，但是幻不就是不切实际么？人家也没说这片子是硬科幻啊。反正缺点是有，犯不着贬损谩骂，不要舔着欧美科幻的脚跟却对到国产科幻的进步嗤之以鼻。撇开特效，什么阿凡达2012地心引力铁血战士的剧情也不见得好到哪里去(?ω?),评论/前/要说/一句/，/欧美/科幻/的/舔/狗/请/闭嘴/。/作为/国产/科幻/，/特效/就/目前/来说/已经/是/极致/了/，/剧情/上/不算/好/，/绝对/不烂/。/尤其/是/太空/航行/设定/，/欧美/科幻/千篇一律/的/太空/飞船/星舰/，/我们/是/直接/整个/地球/都/带走/，/虽然/不切实际/，/但是/幻/不/就是/不切实际/么/？/人家/也/没/说/这/片子/是/硬/科幻/啊/。/反正/缺点/是/有/，/犯不着/贬损/谩骂/，/不要/舔着/欧美/科幻/的/脚跟/却/对/到/国产/科幻/的/进步/嗤之以鼻/。/撇开/特效/，/什么/阿凡/达/2012/地心引力/铁血/战士/的/剧情/也/不见得/好/到/哪里/去/(/?/ω/?/),评论/前/要说/一句/欧美/科幻/舔/狗/请/闭嘴/国产/科幻/特效/目前/来说/已经/极致/剧情/不算/好/不烂/尤其/太空/航行/设定/欧美/科幻/千篇一律/太空/飞船/星舰/直接/整个/地球/带走/不切实际/幻/不切实际/说/片子/硬/科幻/反正/缺点/犯不着/贬损/谩骂/舔着/欧美/科幻/脚跟/却/国产/科幻/进步/嗤之以鼻/撇开/特效/阿凡/达/2012/地心引力/铁血/战士/剧情/不见得/好/ω/,35.745277539225185
超赞? 值得再看！,超赞/?/ /值得/再/看/！,超赞/ /值得/再/,6.461210041318
中国科幻电影的标杆，感谢导演跟演员的付出,中国/科幻电影/的/标杆/，/感谢/导演/跟/演员/的/付出,中国/科幻电影/标杆/感谢/导演/演员/付出/,7.4009880194637
人类的勇敢、坚毅是我们的希望。,人类/的/勇敢/、/坚毅/是/我们/的/希望/。,人类/勇敢/坚毅/希望/,6.124493015849
有部分煽情的情节比较尴尬，其余都很不错,有/部分/煽情/的/情节/比较/尴尬/，/其余/都/很/不错,部分/煽情/情节/比较/尴尬/不错/,2.0267734451701003
春节最感动，没有之一，吴京那飘在宇宙中失重的眼泪，太戳我的泪点了,春节/最/感动/，/没有/之一/，/吴京/那/飘/在/宇宙/中/失重/的/眼泪/，/太/戳/我/的/泪点/了,春节/最/感动/吴京/飘/宇宙/中/失重/眼泪/太/戳/泪点/,-2.158495385371201
中途我都睡着了。。。,中途/我/都/睡着/了/。/。/。,中途/睡着/,-1.902060803136
其实刚开始对这部电影没有抱太多希望 ，完全是为了看吴京去的 ，但是从影片一开始完全被电影本身所震撼而忘了个人魅力 ，从来没想到国产科幻片能拍出这种效果 硬抗好莱坞 ，完全是国产科幻片的新里程新航标    值得一看   真的值得一看,其实/刚/开始/对/这部/电影/没有/抱太多/希望/ /，/完全/是/为了/看/吴京/去/的/ /，/但是/从/影片/一/开始/完全/被/电影/本身/所/震撼/而/忘/了/个人/魅力/ /，/从来/没想到/国产/科幻片/能/拍出/这种/效果/ /硬抗/好莱坞/ /，/完全/是/国产/科幻片/的/新/里程/新/航标/ / / / /值得一看/ / / /真的/值得一看,这部/电影/抱太多/希望/ /完全/吴京/ /影片/完全/电影/震撼/忘/魅力/ /没想到/国产/科幻片/拍出/这种/效果/ /硬抗/好莱坞/ /完全/国产/科幻片/新/里程/新/航标/ / / / /值得一看/ / / /真的/值得一看/,13.270744797460999
太好看了！！！！！吴京大大出品 必是精品！！,太/好看/了/！/！/！/！/！/吴京/大大/出品/ /必/是/精品/！/！,太/好看/吴京/出品/ /精品/,5.03186354558
科技感很强，为中国也能拍出这样的影片贺彩。,科技/感/很/强/，/为/中国/也/能/拍出/这样/的/影片/贺彩/。,科技/感/强/中国/拍出/影片/贺彩/,-1.115936199314
和原著略有出入，侧重点不同了，但非常值得一看！,和/原著/略有出入/，/侧重点/不同/了/，/但/非常/值得一看/！,原著/略有出入/侧重点/值得一看/,0.23491487987100002
真棒?效果、剧情、节奏都是世界一流,真棒/?/效果/、/剧情/、/节奏/都/是/世界/一流,真棒/效果/剧情/节奏/世界/一流/,2.7982664224120004
中国科幻片的巅峰。个人认为比妇联3好看，无论从特效还是剧情，还是场景震撼程度。值得一看！,中国/科幻片/的/巅峰/。/个人/认为/比/妇联/3/好看/，/无论/从/特效/还是/剧情/，/还是/场景/震撼/程度/。/值得一看/！,中国/科幻片/巅峰/认为/妇联/好看/特效/剧情/场景/震撼/程度/值得一看/,6.499161895918999
感人，好看，不能用语言表达出来了，?，但是一定一定值得你去看呦！,感人/，/好看/，/不能/用/语言表达/出来/了/，/?/，/但是/一定/一定/值得/你/去/看/呦/！,感人/好看/语言表达/一定/一定/值得/呦/,4.860507273855
比较感动，尤其是亲情,比较/感动/，/尤其/是/亲情,比较/感动/尤其/亲情/,3.635059752009
很好看！非常推荐！,很/好看/！/非常/推荐/！,好看/推荐/,3.20821954958
好多中国情节，整体来说不错，全程高潮的感觉,好多/中国/情节/，/整体/来说/不错/，/全程/高潮/的/感觉,好多/中国/情节/整体/来说/不错/全程/高潮/感觉/,5.2017493619071
故事有硬傷 不過戲劇效果挺不錯 特效也具可觀賞,故事/有/硬傷/ /不過/戲劇/效果/挺不錯/ /特效/也/具可/觀賞,故事/硬傷/ /不過/戲劇/效果/挺不錯/ /特效/具可/觀賞/,3.950289649662
难得讲了个故事需要鼓励,难得/讲/了/个/故事/需要/鼓励,讲/故事/需要/鼓励/,3.279938464671
中国制造的大片，不比好莱坞差，国外电影一个人可以救全世界，中国电影讲究团结可以救世界。看的我那叫你个舒服啊，中国牛逼。,中国/制造/的/大片/，/不比/好莱坞/差/，/国外/电影/一个/人/可以/救/全世界/，/中国/电影/讲究/团结/可以/救/世界/。/看/的/我/那/叫/你/个/舒服/啊/，/中国/牛/逼/。,中国/制造/大片/好莱坞/差/国外/电影/一个/人/救/全世界/中国/电影/讲究/团结/救/世界/舒服/中国/牛/逼/,5.2390497090079995
国产真的有大片了 看的4d 很震撼比国外的好看多了,国产/真的/有/大片/了/ /看/的/4d/ /很/震撼/比/国外/的/好看/多/了,国产/真的/大片/ /4d/ /震撼/国外/好看/,3.7329872287969996
无聊死了看的我睡着,无聊/死/了/看/的/我/睡着,无聊/死/睡着/,-3.62042737231
特效非常不错，灾难片总是离不开煽情的东西。剧情吗……好吧，结束。,特效/非常/不错/，/灾难片/总是/离不开/煽情/的/东西/。/剧情/吗/…/…/好/吧/，/结束/。,特效/不错/灾难片/总是/离不开/煽情/东西/剧情/好/结束/,4.1122671930997505
很棒的中国特技片。,很棒/的/中国/特技/片/。,很棒/中国/特技/片/,2.076134244923
非常好看，中国的科幻片棒棒的,非常/好看/，/中国/的/科幻片/棒棒/的,好看/中国/科幻片/棒棒/,1.9475423780119998
2019中国科幻电影纪元元年,2019/中国/科幻电影/纪元/元年,2019/中国/科幻电影/纪元/元年/,7.476809737502
很好看 也很感动相对于现在国产科幻片可以算是排行第一了,很/好看/ /也/很/感动/相对/于/现在/国产/科幻片/可以/算是/排行/第一/了,好看/ /感动/相对/现在/国产/科幻片/算是/排行/第一/,2.50273424848355
太炫酷我看晕来,太炫酷/我/看/晕/来,太炫酷/晕/,-2.73352197434
除了配乐不行，其余剧情特效都不错，祝中国科幻越辣越好,除了/配乐/不行/，/其余/剧情/特效/都/不错/，/祝/中国/科幻/越辣越/好,配乐/不行/剧情/特效/不错/祝/中国/科幻/越辣越/好/,5.244249975921001
特效不错，情节差点。,特效/不错/，/情节/差点/。,特效/不错/情节/差点/,2.1871984002771
电影比预期要更恢弘磅礴，晨昏线过后的永夜、火种计划、让地球流浪、木星推动地球…等等大小设定，没想到中国也能拍这么大架构、大格局的科幻片了，而且是第一部，了不得。以前看国外科幻感觉离我们很远，这一次看到熟悉的北京大裤衩、上海东方明珠都变成零下89°冰天冻地的末世场景，既猎奇又唏嘘。虽然在剧情上有套路，对于这部中国文化背景下的科幻新生儿，鼓励多于挑剔。导演说美国人拍科幻是放弃地球、去挖掘新的人类居住地，而中国人是不放弃地球、守住家土的情怀…“希望是我们回家的唯一方向”,电影/比/预期/要/更/恢弘/磅礴/，/晨昏/线/过后/的/永夜/、/火种/计划/、/让/地球/流浪/、/木星/推动/地球/…/等等/大小/设定/，/没想到/中国/也/能/拍/这么/大/架构/、/大/格局/的/科幻片/了/，/而且/是/第一部/，/了不得/。/以前/看/国外/科幻/感觉/离/我们/很/远/，/这/一次/看到/熟悉/的/北京/大/裤衩/、/上海/东方明珠/都/变成/零下/89/°/冰天/冻地/的/末世/场景/，/既/猎奇/又/唏嘘/。/虽然/在/剧情/上/有/套路/，/对于/这部/中国/文化背景/下/的/科幻/新生儿/，/鼓励/多于/挑剔/。/导演/说/美国/人/拍/科幻/是/放弃/地球/、/去/挖掘/新/的/人类/居住地/，/而/中国/人/是/不/放弃/地球/、/守/住家/土/的/情怀/…/“/希望/是/我们/回家/的/唯一/方向/”,电影/预期/恢弘/磅礴/晨昏/线/过后/永夜/火种/计划/地球/流浪/木星/推动/地球/大小/设定/没想到/中国/拍/架构/格局/科幻片/第一部/了不得/以前/国外/科幻/感觉/远/一次/看到/熟悉/北京/裤衩/上海/东方明珠/变成/零下/89/°/冰天/冻地/末世/场景/猎奇/唏嘘/剧情/套路/这部/中国/文化背景/下/科幻/新生儿/鼓励/多于/挑剔/导演/说/美国/人/拍/科幻/放弃/地球/挖掘/新/人类/居住地/中国/人/放弃/地球/守/住家/土/情怀/希望/回家/唯一/方向/,-95.92129530702944
有史以来最好看的国产片，太激动了,有史以来/最/好看/的/国产片/，/太/激动/了,有史以来/最/好看/国产片/太/激动/,5.467682044836
人类科幻片冒险,人类/科幻片/冒险,人类/科幻片/冒险/,0.961587279809
里程碑式的科幻片,里程碑式/的/科幻片,里程碑式/科幻片/,2.48070651962
太好看了，很满意,太/好看/了/，/很/满意,太/好看/满意/,4.1015392000799995
很好看，我都看哭了,很/好看/，/我/都/看/哭/了,好看/哭/,-0.6286340934400001
中国科幻片的崛起之作！！！力推,中国/科幻片/的/崛起/之作/！/！/！/力推,中国/科幻片/崛起/之作/力推/,1.7605624015619998
觉得没意思啊,觉得/没意思/啊,觉得/没意思/,-2.412731427151
是真的好看真的,是/真的/好看/真的,真的/好看/真的/,0.0028385872099998544
幕布折叠严重影响观看，这辈子都不会再来看第二次,幕布/折叠/严重/影响/观看/，/这辈子/都/不会/再/来看/第二次,幕布/折叠/严重/影响/观看/这辈子/再/第二次/,1.9031320953289996
这部电影是国产科幻片历史上最突兀的一部影片，整体结构，包括泪点部分，拿捏得当，很抓住人心，不得不说，这部电影，看的特别值得，钱也花的值了！,这部/电影/是/国产/科幻片/历史/上/最/突兀/的/一部/影片/，/整体/结构/，/包括/泪点/部分/，/拿捏/得当/，/很/抓住/人心/，/不得不/说/，/这部/电影/，/看/的/特别/值得/，/钱/也/花/的/值/了/！,这部/电影/国产/科幻片/历史/最/突兀/一部/影片/整体/结构/包括/泪点/部分/拿捏/得当/抓住/人心/说/这部/电影/特别/值得/钱/花/值/,14.909436880762438
前二十分钟没看，有点接不上演的什么但总体很开眼界，泪点很触动心弦,前/二十分钟/没/看/，/有点/接/不/上演/的/什么/但/总体/很/开眼界/，/泪点/很/触动/心弦,前/二十分钟/有点/接/上演/总体/开眼界/泪点/触动/心弦/,2.3325634258611396
中国首部大型科幻类3D电影，支持国产，水平越来越好！,中国/首部/大型/科幻/类/3D/电影/，/支持/国产/，/水平/越来越/好/！,中国/首部/大型/科幻/类/3D/电影/支持/国产/水平/越来越/好/,7.630914772861
好看，小说拍摄相得益彰，终于不输好莱坞的硬科幻了,好看/，/小说/拍摄/相得益彰/，/终于/不输/好莱坞/的/硬/科幻/了,好看/小说/拍摄/相得益彰/终于/不输/好莱坞/硬/科幻/,2.7875763314609996
值得一看，如果在紧张气氛细节上和节奏上把握更好点，就非常优质了。这个题材的科幻片，以前的确没有。,值得一看/，/如果/在/紧张/气氛/细节/上/和/节奏/上/把握/更好/点/，/就/非常/优质/了/。/这个/题材/的/科幻片/，/以前/的确/没有/。,值得一看/紧张/气氛/细节/节奏/把握/更好/点/优质/题材/科幻片/以前/,5.947756851391001
非常好看，非常，无敌,非常/好看/，/非常/，/无敌,好看/无敌/,1.733827813137
特效十分好。,特效/十分/好/。,特效/十分/好/,1.09118749795
超级好看后面很感人,超级/好看/后面/很/感人,超级/好看/后面/感人/,0.5046417776159997
很好，希望国产片越来越强大,很/好/，/希望/国产片/越来越/强大,好/希望/国产片/越来越/强大/,4.99301507661
说实话，本来春节期待最高的是渤哥和沈叔叔的外星人，后来一看评分9都没到就看了这个（是的，我看电影比较挑），但看完失望大于希望。我不是专业影评，讲讲自己感受：特效做的比较好，视觉效果不错，场景设计也比较大气；故事性还凑合，但表现的很生硬，打个比方就是，跟看大刘的书相比一个是小学生一个是研究生（我是大刘粉丝，三体最爱）比较失望的是影片想表现亲情，却又表现的过于平面化，尬到不行；在整个人类面临存亡的关头，家庭牵绊凌驾于一切，在最后关头，吴京又一次单枪匹马，战胜了整个联合政府！！野心大而力不足，三体还是再等等吧！,说实话/，/本来/春节/期待/最高/的/是/渤哥/和/沈/叔叔/的/外星人/，/后来/一看/评分/9/都/没到/就/看/了/这个/（/是/的/，/我/看/电影/比较/挑/）/，/但/看/完/失望/大于/希望/。/我/不是/专业/影评/，/讲讲/自己/感受/：/特效/做/的/比较/好/，/视觉效果/不错/，/场景/设计/也/比较/大气/；/故事性/还/凑合/，/但/表现/的/很/生硬/，/打个比方/就是/，/跟/看/大/刘/的/书/相比/一个/是/小学生/一个/是/研究生/（/我/是/大/刘/粉丝/，/三体/最爱/）/比较/失望/的/是/影片/想/表现/亲情/，/却/又/表现/的/过于/平面化/，/尬/到/不行/；/在/整个/人类/面临/存亡/的/关头/，/家庭/牵绊/凌驾于/一切/，/在/最后/关头/，/吴京/又/一次/单枪匹马/，/战胜/了/整个/联合政府/！/！/野心/大而力/不足/，/三体/还是/再/等等/吧/！,说实话/本来/春节/期待/最高/渤哥/沈/叔叔/外星人/一看/评分/没到/电影/比较/挑/完/失望/大于/希望/专业/影评/讲讲/感受/特效/做/比较/好/视觉效果/不错/场景/设计/比较/大气/故事性/凑合/表现/生硬/打个比方/刘/书/相比/一个/小学生/一个/研究生/刘/粉丝/三体/最爱/比较/失望/影片/想/表现/亲情/却/表现/平面化/尬/不行/整个/人类/面临/存亡/关头/家庭/牵绊/凌驾于/最后/关头/吴京/一次/单枪匹马/战胜/整个/联合政府/野心/大而力/不足/三体/再/,49.561597205060494
不怎么样，吹的太过了,不怎么样/，/吹/的/太过/了,不怎么样/吹/太过/,-0.249106999316
可以说是中国科幻片真正第一部牛皮的电影，特效可以给满分，世界观的构造在两个小时内展现的十分完整，配乐也是诚意满满，影片的后半段节奏有点慢，但前五分之四完全不逊色好莱坞大片。,可以/说/是/中国/科幻片/真正/第一部/牛皮/的/电影/，/特效/可以/给/满分/，/世界观/的/构造/在/两个/小时/内/展现/的/十分/完整/，/配乐/也/是/诚意/满满/，/影片/的/后半段/节奏/有点/慢/，/但前/五分/之四/完全/不/逊色/好莱坞/大片/。,说/中国/科幻片/真正/第一部/牛皮/电影/特效/满分/世界观/构造/两个/小时/展现/十分/完整/配乐/诚意/满满/影片/后半段/节奏/有点/慢/但前/五分/之四/完全/逊色/好莱坞/大片/,40.282312943628796
观后感：比较感人吧，军人永远是伟大的，牺牲自我，保家卫国，甚至到了保卫地球。,观后感/：/比较/感人/吧/，/军人/永远/是/伟大/的/，/牺牲/自我/，/保家卫国/，/甚至/到/了/保卫/地球/。,观后感/比较/感人/军人/永远/伟大/牺牲/自我/保家卫国/保卫/地球/,7.1127273869387
剧情还好，特效不错?,剧情/还好/，/特效/不错/?,剧情/还好/特效/不错/,3.178994111674
很不错的国产科幻片，比起国外的没得差。值得一看。??,很/不错/的/国产/科幻片/，/比起/国外/的/没得/差/。/值得一看/。/?/?,不错/国产/科幻片/国外/没得/差/值得一看/,1.9232675668900003
除了煽情稍微多了一点，其他都比较完美。,除了/煽情/稍微/多/了/一点/，/其他/都/比较/完美/。,煽情/稍微/一点/比较/完美/,3.228996960401
国产良心，中国科幻再接再厉,国产/良心/，/中国/科幻/再接再厉,国产/良心/中国/科幻/再接再厉/,2.86963285033
违反了太多科学原理，不是科幻片，是情感片，战争片的老套路,违反/了/太/多/科学/原理/，/不是/科幻片/，/是/情感/片/，/战争片/的/老套路,违反/太/科学/原理/科幻片/情感/片/战争片/老套路/,1.7027962029459998
好看，的确以为是美国大片的感觉,好看/，/的确/以为/是/美国/大片/的/感觉,好看/以为/美国/大片/感觉/,0.970792339491
垃圾电影，网上都水军！,垃圾/电影/，/网上/都/水军/！,垃圾/电影/网上/水军/,-1.385747489077
真的很感动，眼睛湿了好几次，看国产片很少有这样的感觉,真的/很/感动/，/眼睛/湿/了/好/几次/，/看/国产片/很少/有/这样/的/感觉,真的/感动/眼睛/湿/好/几次/国产片/感觉/,-3.32848247289
太好看了哈哈哈哈哈,太/好看/了/哈哈哈/哈哈,太/好看/哈哈哈/,4.44272412264
个人感觉科幻太严重，只不过，国产片能做到这个程度也是一个很大的进步吧,个人感觉/科幻/太/严重/，/只不过/，/国产片/能/做到/这个/程度/也/是/一个/很大/的/进步/吧,个人感觉/科幻/太/严重/只不过/国产片/做到/程度/一个/很大/进步/,-2.5280196376617488
不错，希望未来能有更多的，更好的，国产科幻电影出来,不错/，/希望/未来/能/有/更/多/的/，/更好/的/，/国产/科幻电影/出来,不错/希望/未来/更好/国产/科幻电影/,5.70612198405
挺好的哦 嗯嗯,挺/好/的/哦/ /嗯/嗯,挺/好/ /,0
极力推荐，做为济宁人还是有点小小的骄傲的！哈哈啊哈哈,极力推荐/，/做/为/济宁/人/还是/有点/小小的/骄傲/的/！/哈哈/啊/哈哈,极力推荐/做/济宁/人/有点/小小的/骄傲/,4.1149195655734
拍的很好，值得推荐！,拍/的/很/好/，/值得/推荐/！,拍/好/值得/推荐/,8.3958930535765
可以说很棒了，我在影院哭的稀里哗啦的……父子诀别真的很难受，我爱我家555≥﹏≤“这一刻，人类是英雄。”,可以/说/很棒/了/，/我/在/影院/哭/的/稀里哗啦/的/…/…/父子/诀别/真的/很/难受/，/我/爱/我家/555/≥/﹏/≤/“/这/一刻/，/人类/是/英雄/。/”,说/很棒/影院/哭/稀里哗啦/父子/诀别/真的/难受/爱/我家/555/≥/﹏/≤/一刻/人类/英雄/,-8.943914724314999
好看，整个故事清晰，还有泪点。虽然是灾难题材，比那些喜剧拍的好好多倍? 推荐推荐,好看/，/整个/故事/清晰/，/还有/泪点/。/虽然/是/灾难/题材/，/比/那些/喜剧/拍/的/好好/多倍/?/ /推荐/推荐,好看/整个/故事/清晰/泪点/灾难/题材/喜剧/拍/好好/多倍/ /推荐/推荐/,6.093164103923999
不错，挺好看,不错/，/挺/好看,不错/挺/好看/,4.165943355956
非常好看，值得二刷三刷！,非常/好看/，/值得/二刷/三刷/！,好看/值得/二刷/三刷/,3.6230034291699997
惊艳到我了~国产硬科幻的里程碑！！,惊艳/到/我/了/~/国产/硬/科幻/的/里程碑/！/！,惊艳/国产/硬/科幻/里程碑/,0.4340631214549999
感觉不错吧…真的，吴京的电影我都喜欢,感觉/不错/吧/…/真的/，/吴京/的/电影/我/都/喜欢,感觉/不错/真的/吴京/电影/喜欢/,4.779734022139
没想到京哥出演这类片子还有如此效果，一个字，赞！大家去看吧，超享受的！哈哈哈！,没想到/京哥/出演/这/类/片子/还有/如此/效果/，/一个/字/，/赞/！/大家/去/看吧/，/超/享受/的/！/哈哈哈/！,没想到/京哥/出演/类/片子/效果/一个/字/赞/看吧/超/享受/哈哈哈/,1.1310074453460004
场片震撼，制作精良,场片/震撼/，/制作/精良,场片/震撼/制作/精良/,6.87992617843
中间感动了好几次，结尾也很感人，出电影院的时候我问老公，地球真的会撞上木星吗 看来我们真的要增强环保意识呀,中间/感动/了/好/几次/，/结尾/也/很/感人/，/出/电影院/的/时候/我/问/老公/，/地球/真的/会/撞/上/木星/吗/ /看来/我们/真的/要/增强/环保/意识/呀,中间/感动/好/几次/结尾/感人/电影院/问/老公/地球/真的/撞/木星/ /真的/增强/环保/意识/,2.8434878757044997
真心好看，加油,真心/好看/，/加油,真心/好看/加油/,3.482619401295
挺棒的一部片子，特效，细节都挺好。唯一的不足是觉得结局有点烂尾，这个烂尾是指觉得在最后拯救地球的过程中，套路是猜到了，也没有任何悬念。然后是其他救援队敢来的原因还是有点单一牵强，缺一个力打出来。希望以后可以注意，发挥一些新的结局线。  演员的演技是锦上添花的，谢谢没有请流量演员演（这里是贬义，指部分流量演员）。  总的来说超出我这次观影前的意料，希望国产电影继续加油[em]e400644[/em]！   ps：个人看法，经不起喷，你喷就打你,挺棒/的/一部/片子/，/特效/，/细节/都/挺/好/。/唯一/的/不足/是/觉得/结局/有点/烂尾/，/这个/烂尾/是/指/觉得/在/最后/拯救/地球/的/过程/中/，/套路/是/猜/到/了/，/也/没有/任何/悬念/。/然后/是/其他/救援队/敢/来/的/原因/还是/有点/单一/牵强/，/缺/一个/力打/出来/。/希望/以后/可以/注意/，/发挥/一些/新/的/结局/线/。/ / /演员/的/演技/是/锦上添花/的/，/谢谢/没有/请/流量/演员/演/（/这里/是/贬义/，/指/部分/流量/演员/）/。/ / /总的来说/超出/我/这次/观影/前/的/意料/，/希望/国产电影/继续/加油/[/em/]/e400644/[///em/]/！/ / / /ps/：/个人/看法/，/经不起/喷/，/你/喷/就/打/你,挺棒/一部/片子/特效/细节/挺/好/唯一/不足/觉得/结局/有点/烂尾/烂尾/指/觉得/最后/拯救/地球/过程/中/套路/猜/悬念/救援队/原因/有点/单一/牵强/缺/一个/力打/希望/以后/注意/发挥/一些/新/结局/线/ / /演员/演技/锦上添花/谢谢/请/流量/演员/演/贬义/指/部分/流量/演员/ / /超出/这次/观影/前/意料/希望/国产电影/继续/加油/em/e400644/em/ / / /ps/看法/经不起/喷/喷/,64.0035141321877
是一部值得一看的好片儿，吴京真的是好样的。万万没想到这部片子可以拍得如此出色，定然会成为中国影史科幻电影的标志性里程碑。虽然还有不足之处，但是进步是显著的。整个两个小时的时间里，没有尿点，我完全被带入到了情节之中。恐怕之后中国的电影界会有一个新的名词，就是“吴京作品”。同时吐槽一下，疯狂外星人，真的很难看。,是/一部/值得一看/的/好/片儿/，/吴京/真的/是/好样/的/。/万万/没想到/这部/片子/可以/拍/得/如此/出色/，/定然/会/成为/中国/影史/科幻电影/的/标志性/里程碑/。/虽然/还有/不足之处/，/但是/进步/是/显著/的/。/整个/两个/小时/的/时间/里/，/没有/尿点/，/我/完全/被/带入/到/了/情节/之中/。/恐怕/之后/中国/的/电影界/会/有/一个/新/的/名词/，/就是/“/吴京/作品/”/。/同时/吐槽/一下/，/疯狂/外星人/，/真的/很/难看/。,一部/值得一看/好/片儿/吴京/真的/好样/万万/没想到/这部/片子/拍/出色/定然/成为/中国/影史/科幻电影/标志性/里程碑/不足之处/进步/显著/整个/两个/小时/时间/里/尿点/完全/带入/情节/之中/之后/中国/电影界/一个/新/名词/吴京/作品/吐槽/一下/疯狂/外星人/真的/难看/,656.8282299073704
给10分的3点理由：1、它是大刘作品改编的。2、它绝对是国产科幻片的新巅峰。3、它与其说是拯救地球，不如说是拯救了国产电影，让我们相信国产电影又回复了讲故事的能力。,给/10/分/的/3/点/理由/：/1/、/它/是/大/刘/作品/改编/的/。/2/、/它/绝对/是/国产/科幻片/的/新/巅峰/。/3/、/它/与其说是/拯救/地球/，/不如说是/拯救/了/国产电影/，/让/我们/相信/国产电影/又/回复/了/讲故事/的/能力/。,10/分/点/理由/刘/作品/改编/国产/科幻片/新/巅峰/与其说是/拯救/地球/不如说是/拯救/国产电影/相信/国产电影/回复/讲故事/能力/,9.2682798745312
好看，国产难得的科幻片,好看/，/国产/难得/的/科幻片,好看/国产/科幻片/,1.5948135749199999
不错，果然是中国科幻的开端啊,不错/，/果然/是/中国/科幻/的/开端/啊,不错/中国/科幻/开端/,4.338251581297
好看，很非常感人拯救百姓人家,好看/，/很/非常/感人/拯救/百姓/人家,好看/感人/拯救/百姓/,0.4579354809202
感觉拯救世界不再只有美国人,感觉/拯救/世界/不再/只有/美国/人,感觉/拯救/世界/美国/人/,0.3949674266132001
剧情完全变了，小说里的人物一个也没有，只能说呵呵,剧情/完全/变/了/，/小说/里/的/人物/一个/也/没有/，/只能/说/呵呵,剧情/完全/变/小说/里/人物/一个/只能/说/呵呵/,-2.379387425691
让人震撼的佳作。真是很棒很棒。强烈推荐去看,让/人/震撼/的/佳作/。/真是/很棒/很棒/。/强烈推荐/去/看,人/震撼/佳作/真是/很棒/很棒/强烈推荐/,3.834664465542
沉重中带着思考、感动！好看！加油?,沉重/中带/着/思考/、/感动/！/好看/！/加油/?,沉重/中带/思考/感动/好看/加油/,3.543563929404
流浪地球 ?算是一部科幻灾难片吧中国科幻片里程碑式的进步特效真的被震撼到了??煽情戏再少一点就好了永夜、火种计划、点燃木星、末世场景、地下城......没想到影片会有这样的大格局、大构架刘培强的眼泪在失重状况下浮起，很真实了我作为一个文化沙漠 看完也只能说句牛逼了[呲牙],流浪/地球/ /?/算是/一部/科幻/灾难片/吧/中国/科幻片/里程碑式/的/进步/特效/真的/被/震撼/到/了/?/?/煽情/戏/再/少/一点/就/好/了/永夜/、/火种/计划/、/点燃/木星/、/末世/场景/、/地下城/....../没想到/影片/会/有/这样/的/大/格局/、/大/构架/刘培强/的/眼泪/在/失重/状况/下浮/起/，/很/真实/了/我/作为/一个/文化/沙漠/ /看/完/也/只能/说句/牛/逼/了/[/呲/牙/],流浪/地球/ /算是/一部/科幻/灾难片/中国/科幻片/里程碑式/进步/特效/真的/震撼/煽情/戏/再/少/一点/好/永夜/火种/计划/点燃/木星/末世/场景/地下城/....../没想到/影片/格局/构架/刘培强/眼泪/失重/状况/下浮/真实/一个/文化/沙漠/ /完/只能/说句/牛/逼/呲/牙/,11.93607164715179
剧情一般，特效堪比好莱坞，吴京绝对属于画龙点睛，国人的骄傲！我们也可以拍出科幻片！,剧情/一般/，/特效/堪比/好莱坞/，/吴京/绝对/属于/画龙点睛/，/国人/的/骄傲/！/我们/也/可以/拍/出/科幻片/！,剧情/特效/堪比/好莱坞/吴京/属于/画龙点睛/国人/骄傲/拍/科幻片/,10.696867473089998
震撼感受，好看,震撼/感受/，/好看,震撼/感受/好看/,3.24423120367
中国科幻片的开山巨作！谢谢电影导演，编剧，所有的制作人员和参演者，参与者！感谢你们！好电影！京哥更帅了！,中国/科幻片/的/开山/巨作/！/谢谢/电影/导演/，/编剧/，/所有/的/制作人员/和/参演/者/，/参与者/！/感谢/你们/！/好/电影/！/京哥/更帅/了/！,中国/科幻片/开山/巨作/谢谢/电影/导演/编剧/所有/制作人员/参演/参与者/感谢/好/电影/京哥/更帅/,14.829280647463975
作为一个理科白痴，我也不知道电影里的操作有没有bug。作为一个不看科幻小说的2b青年，也不知道流浪地球是不是前无古人的。但是，这样的末日论，刘慈欣在我这真的封神了。,作为/一个/理科/白痴/，/我/也/不/知道/电影/里/的/操作/有没有/bug/。/作为/一个/不看/科幻小说/的/2b/青年/，/也/不/知道/流浪/地球/是不是/前无古人/的/。/但是/，/这样/的/末日/论/，/刘慈欣/在/我/这/真的/封神/了/。,一个/理科/白痴/知道/电影/里/操作/有没有/bug/一个/不看/科幻小说/2b/青年/知道/流浪/地球/是不是/前无古人/末日/刘慈欣/真的/封神/,1.6109862888092
